Date,BTC,Open
2022-06-17,16505.62,10968.40
2022-06-18,16754.04,10806.02
2022-06-19,15550.20,10697.55
2022-06-20,16808.40,10974.05
2022-06-21,16810.30,10941.95
2022-06-22,16894.20,11137.68
2022-06-23,16313.73,11351.31
2022-06-24,17197.84,11661.02
2022-06-25,17313.06,11542.24
2022-06-26,17527.40,11160.22
2022-06-27,17120.22,11048.25
2022-06-28,16901.08,11006.83
2022-06-29,16640.54,10964.18
2022-06-30,16578.68,11337.90
2022-07-01,16299.34,11422.60
2022-07-02,15923.04,11503.61
2022-07-03,15895.99,11524.49
2022-07-04,15946.16,11420.89
2022-07-05,16696.37,11056.55
2022-07-06,16897.81,11151.21
2022-07-07,17234.79,11379.36
2022-07-08,17986.92,11561.64
2022-07-09,18044.73,11515.00
2022-07-10,17948.45,11726.09
2022-07-11,17355.70,11914.15
2022-07-12,16782.83,12025.37
2022-07-13,16270.73,11837.96
2022-07-14,17035.76,11701.53
2022-07-15,17374.52,11756.19
2022-07-16,17574.11,12036.48
2022-07-17,17879.33,12239.69
2022-07-18,17478.21,12317.96
2022-07-19,18803.05,12287.67
2022-07-20,19487.70,12433.87
2022-07-21,19413.06,12675.04
2022-07-22,19310.48,12538.80
2022-07-23,18915.39,12703.72
2022-07-24,18714.24,12557.49
2022-07-25,18862.14,12793.44
2022-07-26,17721.27,12944.82
2022-07-27,17651.38,12866.31
2022-07-28,18856.57,12996.63
2022-07-29,19588.70,13082.64
2022-07-30,19545.64,12968.63
2022-07-31,19426.75,12937.79
2022-08-01,19178.49,12832.27
2022-08-02,19019.52,12523.16
2022-08-03,18925.29,12380.37
2022-08-04,18823.57,12375.15
2022-08-05,18610.07,12506.37
2022-08-06,19292.96,12630.58
2022-08-07,19021.34,12021.05
2022-08-08,19218.45,12093.06
2022-08-09,19702.76,11972.56
2022-08-10,19188.01,11707.44
2022-08-11,19612.50,11899.14
2022-08-12,19645.34,11643.03
2022-08-13,20097.76,11559.38
2022-08-14,20119.89,11679.86
2022-08-15,20052.40,11958.61
2022-08-16,20011.16,12174.94
2022-08-17,19744.79,11908.81
2022-08-18,19377.15,11680.41
2022-08-19,19456.79,11633.24
2022-08-20,17646.01,11401.21
2022-08-21,17887.81,11338.57
2022-08-22,18201.47,11440.14
2022-08-23,18189.67,11466.21
2022-08-24,18196.42,11167.38
2022-08-25,18146.58,10952.69
2022-08-26,18266.14,10833.38
2022-08-27,17271.13,10955.29
2022-08-28,17056.92,10817.52
2022-08-29,16779.43,10894.44
2022-08-30,17317.27,10697.71
2022-08-31,16983.39,10659.01
2022-09-01,17289.34,11054.72
2022-09-02,17429.66,11022.67
2022-09-03,17343.10,11129.04
2022-09-04,17223.91,10877.28
2022-09-05,17422.75,10659.95
2022-09-06,17135.34,10484.37
2022-09-07,16365.71,10437.00
2022-09-08,16745.35,10131.82
2022-09-09,16777.62,10742.81
2022-09-10,18433.14,10575.65
2022-09-11,18697.63,10963.99
2022-09-12,18734.98,10689.31
2022-09-13,19138.18,10657.41
2022-09-14,17547.77,10576.04
2022-09-15,17534.24,10867.07
2022-09-16,17205.95,10996.97
2022-09-17,17326.24,10969.02
2022-09-18,17633.07,10971.95
2022-09-19,16982.72,10766.20
2022-09-20,17078.02,11028.43
2022-09-21,16599.34,11154.74
2022-09-22,16464.44,10885.01
2022-09-23,17235.88,10399.45
2022-09-24,17793.45,10548.14
2022-09-25,17439.17,10516.94
2022-09-26,17422.49,10611.53
2022-09-27,17853.30,10528.45
2022-09-28,17810.59,10869.17
2022-09-29,17936.62,11124.75
2022-09-30,17519.88,11233.90
2022-10-01,17391.91,11474.82
2022-10-02,17320.04,11260.10
2022-10-03,17101.95,11008.67
2022-10-04,17307.20,11257.01
2022-10-05,17758.93,11091.01
2022-10-06,17752.42,11058.56
2022-10-07,17880.84,11174.61
2022-10-08,17618.36,11231.00
2022-10-09,17514.53,11147.57
2022-10-10,17561.51,11060.02
2022-10-11,17274.19,10995.20
2022-10-12,17377.46,11475.17
2022-10-13,17257.52,11308.38
2022-10-14,17150.25,11380.99
2022-10-15,17173.56,11228.42
2022-10-16,17069.25,10963.95
2022-10-17,17140.29,11011.33
2022-10-18,17221.97,11038.17
2022-10-19,17046.22,11015.48
2022-10-20,17076.99,11542.84
2022-10-21,16978.21,11248.09
2022-10-22,16959.96,11012.62
2022-10-23,16991.24,10767.63
2022-10-24,17261.49,10707.44
2022-10-25,17110.27,10490.89
2022-10-26,17531.22,10592.00
2022-10-27,17847.08,10586.46
2022-10-28,17542.24,10437.75
2022-10-29,17733.76,Open
2022-10-30,17925.68,15696.83
2022-10-31,17795.35,15895.20
2022-11-01,17872.02,15794.92
2022-11-02,17827.69,15758.98
2022-11-03,17711.97,15722.91
2022-11-04,18091.13,15732.50
2022-11-05,18580.70,15852.14
2022-11-06,18708.03,15547.16
2022-11-07,18466.79,15024.15
2022-11-08,17893.06,15095.72
2022-11-09,16052.35,14751.78
2022-11-10,13971.46,14919.26
2022-11-11,15035.54,15263.10
2022-11-12,14405.56,15245.04
2022-11-13,14191.95,14708.02
2022-11-14,13861.53,14681.83
2022-11-15,14139.82,14582.22
2022-11-16,14212.87,14462.85
2022-11-17,13991.94,14046.22
2022-11-18,14071.96,13481.50
2022-11-19,14041.05,13610.87
2022-11-20,14058.06,13871.77
2022-11-21,13707.26,13710.99
2022-11-22,13344.87,13436.71
2022-11-23,13616.91,13812.19
2022-11-24,13755.10,14277.43
2022-11-25,13706.87,14494.47
2022-11-26,13662.11,14045.83
2022-11-27,13616.65,13958.48
2022-11-28,13638.64,14118.79
2022-11-29,13559.96,13984.43
2022-11-30,13765.88,14368.16
2022-12-01,14217.54,14228.68
2022-12-02,13842.24,14213.62
2022-12-03,13900.90,13768.97
2022-12-04,13746.48,13997.18
2022-12-05,13930.26,14038.92
2022-12-06,13922.41,14004.19
2022-12-07,14085.84,13735.40
2022-12-08,13798.11,13424.36
2022-12-09,14086.09,13511.75
2022-12-10,13970.30,12587.88
2022-12-11,13974.88,13485.26
2022-12-12,13977.60,13570.83
2022-12-13,14024.09,13716.70
2022-12-14,14392.84,13597.53
2022-12-15,14344.15,13837.59
2022-12-16,14244.02,13455.23
2022-12-17,13703.48,13328.36
2022-12-18,13830.38,12800.04
2022-12-19,13782.77,13113.70
2022-12-20,13526.77,13098.35
2022-12-21,13869.40,13229.77
2022-12-22,13926.64,12795.12
2022-12-23,13980.79,12685.23
2022-12-24,13933.70,13119.37
